name,link,price,image,year
Superior XP 969 (2024),https://www.velostrana.ru/superior/xp-969/,212300.00,https://cdn.velostrana.ru/upload/models/velo/63836/full/2734687403b58cf9afc6d5905ff0de4f.jpg,2024
Welt Ridge 1.0 HD 29 (2024),https://www.velostrana.ru/welt/ridge-10-hd-29/,31990.00,https://cdn.velostrana.ru/upload/models/velo/62536/full/6084df1bc8f6fc4f172c30b3463ac91e.jpg,2024
"Stinger Python Pro 29"" (2024)",https://www.velostrana.ru/stinger/python-pro-29/,79800.00,https://cdn.velostrana.ru/upload/models/velo/63970/medium.jpg,2024
Stels Navigator 620 MD 26 V010 (2023),https://www.velostrana.ru/stels/navigator-620-md-v010/2023/,24600.00,https://cdn.velostrana.ru/upload/models/velo/38368/full/73e972300b2adb663f0c44b7387da9d0.jpg,2023
Stels Navigator 920 MD V020 (2023),https://www.velostrana.ru/stels/navigator-920-md-v020/,33270.00,https://cdn.velostrana.ru/upload/models/velo/60487/full/d9da54596d13749043ad423b910e0a4d.jpg,2023
Welt Raven 1.0 HD 27 (2024),https://www.velostrana.ru/welt/raven-10-hd-27/,39190.00,https://cdn.velostrana.ru/upload/models/velo/62549/full/f9779ef96ff54277404b4f6f22a90a69.jpg,2024
"Stinger Graphite Comp 29"" (2024)",https://www.velostrana.ru/stinger/graphite-comp-29/,57200.00,https://cdn.velostrana.ru/upload/models/velo/63810/full/08e76c6c86d47d03a89d23484f275e1f.jpg,2024
Stark Tank 27.2 D+ (2024),https://www.velostrana.ru/stark/tank-272-d-plus/,38630.00,https://cdn.velostrana.ru/upload/models/velo/62412/medium.jpg,2024
Stark Hunter 29.2 D (2023),https://www.velostrana.ru/stark/hunter-292-d/2023/,35990.00,https://cdn.velostrana.ru/upload/models/velo/60860/medium.jpg,2023
Superior XP 909 (2024),https://www.velostrana.ru/superior/-xp-909/,110300.00,https://cdn.velostrana.ru/upload/models/velo/63832/full/9e974548fd7faa9dd2e79f7da5462ac0.jpg,2024
Titan Racing Player Two (2024),https://www.velostrana.ru/titan-racing/player-two/,34965.00,https://cdn.velostrana.ru/upload/models/velo/62061/medium.jpg,2024
"Forward Sporting 27,5 X (2021)",https://www.velostrana.ru/forward/sporting-275-x/,31450.00,https://cdn.velostrana.ru/upload/models/velo/53346/full/79e007e5528604a715f05b8ce027ebaa.jpg,2021
Superior XP 919 (2024),https://www.velostrana.ru/superior/xp-919/,124600.00,https://cdn.velostrana.ru/upload/models/velo/63833/medium.jpg,2024
"Stinger Python STD 29"" (2024)",https://www.velostrana.ru/stinger/python-std-29/,47800.00,https://cdn.velostrana.ru/upload/models/velo/63816/medium.jpg,2024
"Stinger Reload STD 29"" (2024)",https://www.velostrana.ru/stinger/reload-std-29/,73000.00,https://cdn.velostrana.ru/upload/models/velo/62607/full/f8855569f5287e98382e9b5ef6d0f70c.jpg,2024
Welt Ridge 2.0 HD 29 (2024),https://www.velostrana.ru/welt/ridge-20-hd-29/,35990.00,https://cdn.velostrana.ru/upload/models/velo/62542/medium.jpg,2024
"Stinger Python Evo 29"" (2024)",https://www.velostrana.ru/stinger/python-evo-29/,61700.00,https://cdn.velostrana.ru/upload/models/velo/63814/medium.jpg,2024
Stark Armer 29.5 HD (2024),https://www.velostrana.ru/stark/armer-295-hd/2024/,83590.00,https://cdn.velostrana.ru/upload/models/velo/62434/medium.jpg,2024
Stark Hunter 29.2 HD (2024),https://www.velostrana.ru/stark/hunter-292-hd/2024/,46170.00,https://cdn.velostrana.ru/upload/models/velo/62404/full/a1ae3751bc89364204807aeee711a131.jpg,2024
"Stinger Graphite Evo 29"" (2024)",https://www.velostrana.ru/stinger/graphite-evo-29/,44000.00,https://cdn.velostrana.ru/upload/models/velo/63812/medium.jpg,2024
Welt Ridge 2.0 HD 27 (2024),https://www.velostrana.ru/welt/ridge-20-hd-27/,35990.00,https://cdn.velostrana.ru/upload/models/velo/62543/medium.jpg,2024
Aspect Legend 27.5 (2023),https://www.velostrana.ru/aspect/legend-275/2023/,43990.00,https://cdn.velostrana.ru/upload/models/velo/58422/full/29cb85674ed47e5016fea52fafe6ed5c.jpg,2023
Aspect Limited (2024),https://www.velostrana.ru/aspect/limited/,168990.00,https://cdn.velostrana.ru/upload/models/velo/62333/medium.jpg,2024
"Forward Sporting 27,5 X D (2022)",https://www.velostrana.ru/forward/sporting-275-x-d/,34950.00,https://cdn.velostrana.ru/upload/models/velo/56011/full/9d767e9cf622f4a3ee43375d5e65ce02.jpg,2022
Superior XP 929 (2024),https://www.velostrana.ru/superior/xp-929/,160900.00,https://cdn.velostrana.ru/upload/models/velo/63835/full/21fc556dc3aa34afcc7f150af9abf9e2.jpg,2024
Welt Ranger 3.0 27 (2024),https://www.velostrana.ru/welt/ranger-30-27/,59990.00,https://cdn.velostrana.ru/upload/models/velo/62557/medium.jpg,2024
Aspect Ideal 27.5 (2023),https://www.velostrana.ru/aspect/ideal-275/2023/,37990.00,https://cdn.velostrana.ru/upload/models/velo/58417/medium.jpg,2023
Stark Router 29.3 HD (2024),https://www.velostrana.ru/stark/router-293-hd/2024/,58950.00,https://cdn.velostrana.ru/upload/models/velo/62455/medium.jpg,2024
Atom Bion Nine Pro (2024),https://www.velostrana.ru/atom/bion-nine-pro/,121500.00,https://cdn.velostrana.ru/upload/models/velo/64186/medium.jpg,2024
Format 1411 29' (2024),https://www.velostrana.ru/format/1411-29/,105000.00,https://cdn.velostrana.ru/upload/models/velo/63673/medium.jpg,2024
Stels Navigator 500 MD F020 (2023),https://www.velostrana.ru/stels/navigator-500-md-f020/,16490.00,https://cdn.velostrana.ru/upload/models/velo/51835/full/db53ecdd76d144b66759725a0b41fd78.jpg,2023
Stels Navigator 645 MD V010 (2023),https://www.velostrana.ru/stels/navigator-645-md-v010/2023/,29360.00,https://cdn.velostrana.ru/upload/models/velo/49012/medium.jpg,2023
"Forward Dakota 27,5 2.0 D (2022)",https://www.velostrana.ru/forward/dakota-275-20-d/,23340.00,https://cdn.velostrana.ru/upload/models/velo/55819/full/d83358b7f1bd1a83089f1f87f3d83d1c.jpg,2022
Superior XC 889 (2024),https://www.velostrana.ru/superior/-xc-889/,89800.00,https://cdn.velostrana.ru/upload/models/velo/63830/medium.jpg,2024
"Stinger Zeta Evo 29"" (2024)",https://www.velostrana.ru/stinger/zeta-evo-29/,203500.00,https://cdn.velostrana.ru/upload/models/velo/63932/medium.jpg,2024
"Stinger Python Evo 27.5"" (2024)",https://www.velostrana.ru/stinger/python-evo-275/,61700.00,https://cdn.velostrana.ru/upload/models/velo/63813/medium.jpg,2024
Titan Racing Rogue Ryde (2024),https://www.velostrana.ru/titan-racing/rogue-ryde/,43155.00,https://cdn.velostrana.ru/upload/models/velo/62066/full/c52752c9011565a5fadaa4a58b370b0c.jpg,2024
Cube Attention 29 (2024),https://www.velostrana.ru/cube/attention-29/,128500.00,https://cdn.velostrana.ru/upload/models/velo/63017/medium.jpg,2024
"Forward Apache 27,5 1.0 Classic (2022)",https://www.velostrana.ru/forward/apache-275-10-classic/,28340.00,https://cdn.velostrana.ru/upload/models/velo/55726/medium.jpg,2022
Titan Racing Rogue Alpine (2024),https://www.velostrana.ru/titan-racing/rogue-alpine/,39690.00,https://cdn.velostrana.ru/upload/models/velo/62065/medium.jpg,2024
Titan Racing Cerberus Dash (2024),https://www.velostrana.ru/titan-racing/cerberus-dash/,137700.00,https://cdn.velostrana.ru/upload/models/velo/62148/medium.jpg,2024
Superior XP 979 (2024),https://www.velostrana.ru/superior/xp-979/,230600.00,https://cdn.velostrana.ru/upload/models/velo/63837/medium.jpg,2024
Format 1311 Plus (2023),https://www.velostrana.ru/format/1311-plus/,162630.00,https://cdn.velostrana.ru/upload/models/velo/60174/medium.jpg,2023
Rock Machine Blizz CRB 20-29 (2024),https://www.velostrana.ru/rock-machine/blizz-crb-20-29/,149925.00,https://cdn.velostrana.ru/upload/models/velo/62206/medium.jpg,2024
Stark Tank 27.1 D + (2025),https://www.velostrana.ru/stark/tank-271-d-plus/,42990.00,https://cdn.velostrana.ru/upload/models/velo/64580/medium.jpg,2025
Rock Machine Torrent 50-29 (2024),https://www.velostrana.ru/rock-machine/torrent-50-29/,90675.00,https://cdn.velostrana.ru/upload/models/velo/62250/medium.jpg,2024
Scott Scale 930 (2024),https://www.velostrana.ru/scott/scale-930/,365590.00,https://cdn.velostrana.ru/upload/models/velo/63288/full/670f6472a78961ef316ce8560cbe1324.jpg,2024
Stark Tank 27.1 D+ (2023),https://www.velostrana.ru/stark/tank-271-d-plus/2023/,28980.00,https://cdn.velostrana.ru/upload/models/velo/60453/medium.jpg,2023
Forward Sporting 29 X D (2022),https://www.velostrana.ru/forward/sporting-29-x-d/,35980.00,https://cdn.velostrana.ru/upload/models/velo/56024/full/9475a79c17e508631196429b6f5bcb32.jpg,2022
Atom Xtrail X12 (2024),https://www.velostrana.ru/atom/xtrail-x12/,112500.00,https://cdn.velostrana.ru/upload/models/velo/64191/medium.jpg,2024
Stels Navigator 610 MD V050 (2024),https://www.velostrana.ru/stels/navigator-610-md-v050/,25160.00,https://cdn.velostrana.ru/upload/models/velo/57632/medium.jpg,2024
Scott Aspect 970 (2022),https://www.velostrana.ru/scott/aspect-970/,69990.00,https://cdn.velostrana.ru/upload/models/velo/54302/medium.jpg,2022
Stark Hunter 29.2 D (2024),https://www.velostrana.ru/stark/hunter-292-d/,43000.00,https://cdn.velostrana.ru/upload/models/velo/62445/medium.jpg,2024
Titan Racing Drone Dash (2024),https://www.velostrana.ru/titan-racing/drone-dash/,120060.00,https://cdn.velostrana.ru/upload/models/velo/61383/full/86c69d872547bb82d6b41659f49df72d.jpg,2024
Format 1112 29 (2024),https://www.velostrana.ru/format/1112-29/,160500.00,https://cdn.velostrana.ru/upload/models/velo/64138/medium.jpg,2024
"Stinger Graphite Comp 29"" (2023)",https://www.velostrana.ru/stinger/graphite-comp-29/2023/,49000.00,https://cdn.velostrana.ru/upload/models/velo/60775/full/11a1db96102dece4cc20608230eaf023.jpg,2023
Superior Team 29 Issue (2024),https://www.velostrana.ru/superior/team-29-issue/,323600.00,https://cdn.velostrana.ru/upload/models/velo/64258/medium.jpg,2024
Stark Slash 27.1 D (2024),https://www.velostrana.ru/stark/slash-271-d/2024/,34960.00,https://cdn.velostrana.ru/upload/models/velo/62409/medium.jpg,2024
Format 1412 29 (2023),https://www.velostrana.ru/format/1412-29/,66590.00,https://cdn.velostrana.ru/upload/models/velo/60035/medium.jpg,2023
"Stinger Python Pro 27.5"" (2024)",https://www.velostrana.ru/stinger/python-pro-275/,79800.00,https://cdn.velostrana.ru/upload/models/velo/63969/medium.jpg,2024
Superior XP 6.2 (2025),https://www.velostrana.ru/superior/xp-62/,134900.00,https://cdn.velostrana.ru/upload/models/velo/64883/medium.jpg,2025
Rock Machine Blizz TRL 70-29 (2024),https://www.velostrana.ru/rock-machine/blizz-trl-70-29/,154425.00,https://cdn.velostrana.ru/upload/models/velo/62252/medium.jpg,2024
Superior XC 879 (2024),https://www.velostrana.ru/superior/xc-879/,81400.00,https://cdn.velostrana.ru/upload/models/velo/63829/medium.jpg,2024
"Stinger Reload Evo 29"" (2023)",https://www.velostrana.ru/stinger/reload-evo-29/2023/,74200.00,https://cdn.velostrana.ru/upload/models/velo/61129/medium.jpg,2023
"Titan Racing Calypso 26"" Disc (2024)",https://www.velostrana.ru/titan-racing/calypso-26-disc/,36110.00,https://cdn.velostrana.ru/upload/models/velo/62058/medium.jpg,2024
Welt Ranger 2.0 27 (2024),https://www.velostrana.ru/welt/ranger-20-27/,52790.00,https://cdn.velostrana.ru/upload/models/velo/62555/medium.jpg,2024
"Stinger Genesis Evo 29"" (2024)",https://www.velostrana.ru/stinger/genesis-evo-29/,210000.00,https://cdn.velostrana.ru/upload/models/velo/63917/medium.jpg,2024
Aspect Nickel 27.5 (2024),https://www.velostrana.ru/aspect/nickel-275/2024/,47990.00,https://cdn.velostrana.ru/upload/models/velo/62311/full/4420feea0211f93ec01b17bd3505a8b9.jpg,2024
